jogador,idade,nacionalidade,time,valor,posicao
D. Olsen,33,Denmark,Hobro IK,270K,CM
E. Pinnock,25,England,Barnsley,525K,RCB
R. Quiñonez,26,Bolivia,,0,GK
B. Jamieson IV,21,United States,LA Galaxy,750K,ST
D. Payne,22,United States,Excelsior,525K,RB
J. Lillis,31,England,Rochdale,270K,GK
T. Chahed,22,Germany,1. FC Magdeburg,675K,RW
G. Warren,33,England,Yeovil Town,180K,LCB
M. Özyıldırım,23,Turkey,Kayserispor,575K,CB
I. Boonen,19,Belgium,KV Oostende,850K,LW
F. Torres,29,Chile,Audax Italiano,400K,LCB
M. Kirkeskov,26,Denmark,Piast Gliwice,425K,LB
Y. Kobayashi,29,Japan,Nagoya Grampus,350K,LCM
L. Gómez,22,Argentina,Club Atlético Banfield,775K,RM
A. Bruno,34,Italy,Livorno,220K,CM
M. Biskupović,29,Chile,Unión La Calera,350K,CB
P. Leciejewski,33,Poland,Zagłębie Lubin,230K,GK
N. Gulan,29,Serbia,Royal Excel Mouscron,350K,LB
A. Askar,32,Ethiopia,Sarpsborg 08 FF,250K,RB
F. Schiller,28,Germany,VfL Osnabrück,400K,CB
F. Herzenbruch,25,Germany,SC Paderborn 07,475K,LB
S. Pinas,20,Netherlands,ADO Den Haag,675K,CB
D. Myrestam,31,Sweden,GIF Sundsvall,300K,LCB
Lee Ji Nam,33,Korea Republic,Jeonnam Dragons,180K,CB
A. Al Kassar,27,Saudi Arabia,Al Faisaly,300K,GK
J. Rivas,30,Colombia,Millonarios FC,325K,CB
K. Fickentscher,29,Switzerland,FC Sion,350K,GK
R. Allsop,26,England,Wycombe Wanderers,400K,GK
B. Murphy,35,Republic of Ireland,Cardiff City,110K,GK
Y. Otubanjo,25,Nigeria,LASK Linz,575K,ST
K. Mensah,27,Denmark,Brøndby IF,475K,ST
S. Bösel,23,Germany,SG Sonnenhof Großaspach,600K,RDM
S. Schiek,28,Germany,SC Fortuna Köln,350K,LB
M. Cortés,35,Argentina,Curicó Unido,190K,LDM
Jean Carlos,22,Brazil,Granada CF,675K,LM
O. Kurt,23,Turkey,SC Fortuna Köln,600K,CM
C. Psyché,29,France,Kristiansund BK,350K,CB
Q. Lecoeuche,24,France,US Orléans Loiret Football,525K,LB
Juli Morrinhos,30,Brazil,Chapecoense,425K,CAM
P. Bürger,31,Austria,SV Mattersburg,400K,ST
S. Glarner,30,Switzerland,FC Thun,325K,RB
F. Tchenkoua,25,Cameroon,FC Carl Zeiss Jena,525K,LM
L. Jensen,23,Denmark,Vendsyssel FF,625K,RM
A. Adam,23,Saudi Arabia,Al Taawoun,700K,ST
M. Laurent,26,Belgium,KAS Eupen,550K,CAM
N. Belvito,31,France,Grenoble Foot 38,400K,ST
Alex Rodríguez,24,Spain,Motherwell,575K,CM
T. Holmes-Dennis,22,England,Bristol Rovers,525K,LB
J. Ertlthaler,21,Austria,SV Mattersburg,650K,CAM
M. Thurnwald,19,Austria,SK Rapid Wien,600K,RB
A. Melgalvis,28,Norway,Lillestrøm SK,450K,RM
A. Busin,22,France,AS Nancy Lorraine,675K,RW
N. Giménez,22,Argentina,San Martin de Tucumán,675K,CM
J. Báez,23,Uruguay,Cosenza,625K,LW
F. Ünver,21,Turkey,Bursaspor,725K,CB
Pascu,18,Spain,Valencia CF,925K,CM
M. Qasem,23,Saudi Arabia,Al Ittihad,575K,LB
M. Poaty,20,France,ESTAC Troyes,625K,LB
N. Jambor,22,Croatia,Rio Ave FC,650K,CM
K. Eisele,23,Germany,Hallescher FC,525K,GK
Hong Jung Nam,30,Korea Republic,Jeonbuk Hyundai Motors,290K,GK
D. González,28,Colombia,Atlético Bucaramanga,425K,CB
Mayoral,21,Spain,AD Alcorcón,1,RM
J. Todibo,18,France,Toulouse Football Club,850K,CB
A. Madu,24,Saudi Arabia,Al Nassr,550K,CB
Edu Frias,19,Spain,RCD Espanyol,800K,GK
J. Gundersen,22,Norway,Tromsø IL,600K,LCB
N. Landgraf,22,Germany,Hallescher FC,575K,LCB
T. Müller,20,Germany,Hallescher FC,600K,GK
W. Bianda,18,France,Roma,850K,CB
J. Al-Hazaimeh,26,Germany,VfL Sportfreunde Lotte,450K,LB
T. Ogihara,26,Japan,Yokohama F. Marinos,475K,CM
T. Campbell,18,England,Stoke City,950K,ST
K. Mazek,23,Poland,Zagłębie Lubin,575K,RM
M. Suzuki,24,Japan,V-Varen Nagasaki,600K,ST
E. Smith Rowe,17,England,Arsenal,975K,LW
T. Al Ammar,18,Saudi Arabia,Al Shabab,925K,CM
M. Amundsen,25,Norway,Lillestrøm SK,500K,RCB
Dêniro Prestes,30,Brazil,Ceará Sporting Club,425K,ST
A. Tarbell,24,United States,San Jose Earthquakes,425K,GK
S. Hughes,21,England,Leicester City,675K,CB
O. Skipp,17,England,Tottenham Hotspur,800K,CDM
G. Alanís,24,Argentina,Belgrano de Córdoba,625K,LCM
J. Yaro,24,Ghana,Philadelphia Union,500K,CB
H. Traorè,18,Ivory Coast,Empoli,925K,CAM
M. Sarr,23,Germany,VfR Aalen,525K,CB
T. Yonemoto,27,Japan,FC Tokyo,475K,RDM
M. Wachs,22,Germany,SV Wehen Wiesbaden,575K,LB
K. Dennis,28,England,Notts County,475K,ST
A. Borgmann,23,Germany,VVV-Venlo,475K,LB
J. Sierra,21,Ecuador,Lobos BUAP,725K,RDM
Jung Da Hwon,30,Korea Republic,Jeju United FC,325K,LB
M. Schulze,29,Germany,VfL Sportfreunde Lotte,350K,RB
T. Lee,32,Japan,Urawa Red Diamonds,350K,CF
G. Scamacca,19,Italy,PEC Zwolle,725K,ST
P. Dimitriadis,32,Sweden,AIK,350K,CM
Du Wei,36,China PR,Guizhou Hengfeng FC,60K,CB
M. Thiede,26,Germany,Karlsruher SC,425K,RB
J. Bartkowski,26,Poland,Wisła Kraków,425K,RB
M. Mirahmetjan,27,China PR,Tianjin TEDA FC,500K,RCM
L. Vaca,22,Bolivia,,0,ST
J. Galeano,29,Argentina,Club Atlético Aldosivi,425K,LCM
Luis Muñoz,21,Spain,Córdoba CF,650K,CB
H. Wright,20,United States,FC Schalke 04,875K,ST
Borja Llarena,19,Spain,CD Tenerife,975K,ST
H. Lingani,30,Ivory Coast,AS Béziers,325K,CB
G. Torromino,30,Italy,Lecce,425K,LW
M. Huber,28,Austria,TSV Hartberg,400K,CB
R. Seigers,20,Belgium,KRC Genk,675K,CB
J. Serrano,20,France,AS Monaco,775K,LB
T. Holý,26,Czech Republic,Gillingham,400K,GK
C. Johnson,21,England,Accrington Stanley,525K,RB
A. Al Khaibari,21,Saudi Arabia,Al Shabab,725K,LDM
I. Savane,24,France,AS Béziers,500K,LB
Roberto López,18,Spain,Real Sociedad,925K,CAM
J. Proctor,26,England,Rotherham United,550K,ST
B. Vandenbussche,36,Belgium,KSV Cercle Brugge,60K,GK
J. Wright,23,Wales,Doncaster Rovers,525K,CB
S. Gregersen,23,Norway,Molde FK,550K,CB
Kim Jungya,30,Korea Republic,Vegalta Sendai,325K,CB
E. Banda,20,Zambia,KV Oostende,725K,CAM
M. Karlsen,28,Norway,Ranheim Fotball,475K,ST
F. Jensen,25,Norway,SV Zulte-Waregem,575K,CM
D. Stec,24,Austria,Pogoń Szczecin,500K,RB
H. Mahou,18,France,OGC Nice,800K,RW
J. Sargent,18,United States,SV Werder Bremen,950K,ST
O. Kanté,28,France,Paris FC,400K,LCB
Yang Xu,31,China PR,Tianjin Quanjian FC,400K,ST
H. Mascorro,21,Mexico,Club León,725K,LM
M. Maouche,25,France,Oldham Athletic,575K,CM
M. Al Fehaid,28,Saudi Arabia,Al Fateh,400K,LDM
Mi Haolun,25,China PR,Tianjin Quanjian FC,475K,LB
M. Ambichl,27,Austria,SKN St. Pölten,475K,CM
Jauregi,21,Spain,Levante UD,650K,ST
J. Mitchell,23,England,Oxford United,425K,GK
Hui Jiakang,29,China PR,Tianjin TEDA FC,450K,LW
V. Selimović,21,Serbia,FC Metz,550K,CB
T. Cywka,30,Poland,Lech Poznań,325K,CDM
J. Rask,29,Denmark,Hobro IK,300K,GK
C. Shaughnessy,22,Republic of Ireland,Leeds United,625K,CB
Luis Rioja,24,Spain,UD Almería,550K,LM
R. Meléndez,19,Chile,Audax Italiano,850K,CAM
J. Valencia,25,Colombia,Rionegro Águilas,425K,GK
Wang Shangyuan,25,China PR,Henan Jianye FC,550K,CM
N. Bishop,36,England,Mansfield Town,140K,LCM
R. Jaadi,23,Belgium,Royal Antwerp FC,600K,LW
A. Mandrea,21,France,Angers SCO,450K,GK
E. Smith,21,Sweden,KAA Gent,600K,CDM
C. Timite,20,Ivory Coast,Amiens SC,875K,ST
Dillson Teixeiro,34,Brazil,Paraná,240K,ST
A. Williams,31,England,Northampton Town,400K,ST
D. Phillips,34,Jamaica,Real Salt Lake,130K,LB
M. Samuelsen,21,Norway,VVV-Venlo,775K,RW
H. Canbazoğlu,30,Turkey,BB Erzurumspor,290K,GK
K. Sanson,21,France,Montpellier HSC,650K,LM
M. D'Arpino,22,France,US Orléans Loiret Football,725K,CM
J. Hayes,23,United States,FC Dallas,650K,CM
M. Söderqvist,25,Sweden,Kalmar FF,600K,ST
M. Kvasina,21,Austria,SV Mattersburg,625K,ST
A. Bongiovanni,18,Belgium,KSV Cercle Brugge,925K,CAM
S. Eremenko,19,Finland,Spartak Moscow,950K,CM
E. Wahlström,31,Sweden,BK Häcken,300K,CB
A. Blomqvist,23,Sweden,Trelleborgs FF,500K,LCB
C. Senior,21,England,Colchester United,725K,RM
T. Sandoval,19,Argentina,Club Atlético Colón,975K,ST
A. Rose,28,Australia,Motherwell,450K,CM
D. Gnaase,21,Germany,FC Würzburger Kickers,650K,LDM
M. Tavernier,19,England,Middlesbrough,975K,LW
T. Nydam,18,England,St. Johnstone FC,925K,CM
D. Lajud,19,Mexico,Monterrey,750K,ST
M. Fontaine,31,France,Red Star FC,300K,CB
B. Richards-Everton,26,England,Accrington Stanley,475K,CB
D. Kiki,24,Benin,Stade Brestois 29,500K,LB
D. Stanese,24,Canada,FC Energie Cottbus,500K,CDM
V. Vukadinović,27,Serbia,Sparta Praha,475K,RM
H. Morita,23,Japan,Kawasaki Frontale,525K,LDM
Echu,20,Spain,CF Rayo Majadahonda,725K,RM
Juan Ibiza,22,Spain,UD Almería,600K,CB
D. James,20,Wales,Swansea City,1,LW
G. Perrin,22,France,US Orléans Loiret Football,775K,RW
M. Munetsi,22,Zimbabwe,Orlando Pirates,550K,CB
D. Potter,33,Republic of Ireland,Rotherham United,180K,CDM
K. Antonsen,23,Norway,Tromsø IL,675K,RCM
A. Čulina,26,Croatia,Cracovia,475K,LM
D. Williams,30,Australia,Wellington Phoenix,425K,LS
A. Poúngouras,22,Greece,Panathinaikos FC,575K,CB
Junio,21,Brazil,Rio Ave FC,625K,RB
K. Sheppard,27,Republic of Ireland,Cork City,475K,RM
K. Müller,27,Germany,FC St. Pauli,375K,GK
N. Thomas,23,England,Notts County,625K,LM
C. Morrison,18,Scotland,Heart of Midlothian,800K,RM
E. Oelschlägel,22,Germany,Borussia Dortmund,525K,GK
S. Camara,25,France,Le Havre AC,450K,LB
Lim Jong Eun,28,Korea Republic,Ulsan Hyundai FC,400K,CB
A. Jones,23,England,Bradford City,625K,ST
Kako Sanz,25,Spain,CD Numancia,550K,CM
S. Reese,24,Denmark,AC Horsens,500K,CB
Y. Ito,24,Japan,Kashima Antlers,500K,RB
C. Winchester,25,Northern Ireland,Forest Green Rovers,550K,CAM
A. Henley,24,Wales,Real Salt Lake,475K,RB
G. Williams,22,Wales,Forest Green Rovers,600K,LM
D. López,26,Colombia,Jaguares de Córdoba,475K,RM
F. Menig,24,Germany,SC Preußen Münster,475K,RM
A. Sheehan,31,Republic of Ireland,Luton Town,300K,CB
A. Barcham,31,England,AFC Wimbledon,400K,LM
Ha Dae Sung,33,Korea Republic,FC Seoul,270K,CM
K. Angielski,22,Poland,Wisła Płock,625K,ST
A. Gnanduillet,26,Ivory Coast,Blackpool,550K,RS
M. Mancosu,33,Italy,Montreal Impact,280K,ST
L. Chávez,22,Mexico,Club Tijuana,750K,CM
D. Fox,24,Australia,Wellington Phoenix,525K,CB
A. Gory,21,France,Le Havre AC,725K,LM
Y. Hamza,27,Saudi Arabia,Al Fateh,375K,CB
R. Edwards,22,Canada,Chicago Fire,675K,LM
D. Davari,30,Iran,MSV Duisburg,290K,GK
A. Pucheta,23,Argentina,San Martín de San Juan,550K,LCB
Y. Shimada,27,Japan,V-Varen Nagasaki,425K,CDM
T. Sugeno,34,Japan,Hokkaido Consadole Sapporo,180K,GK
J. Palacios,24,Colombia,Atlético Bucaramanga,600K,CB
Igor,20,Brazil,FK Austria Wien,725K,LCB
R. Sandberg,27,Sweden,Stabæk Fotball,375K,GK
Choi Jong Hoan,30,Korea Republic,Incheon United FC,325K,RB
A. Peña,22,Mexico,Pachuca,675K,RCB
K. Roberts,20,England,Walsall,650K,CB
S. Ngezana,20,South Africa,Kaizer Chiefs,525K,CB
P. Vranjicán,32,Argentina,Alianza Petrolera,350K,ST
L. Santelices,32,Chile,Curicó Unido,260K,GK
J. Pérez,29,Venezuela,América de Cali,350K,RB
A. Taoui,16,France,Toulouse Football Club,700K,ST
R. Harakawa,24,Japan,Sagan Tosu,600K,CM
M. Schwabl,27,Germany,SpVgg Unterhaching,375K,RB
C. Stanko,24,United States,SC Freiburg,500K,CDM
S. Brown,33,England,Accrington Stanley,270K,CM
R. Thellufsen,21,Denmark,Aalborg BK,725K,LM
Lee Keun Ho,22,Korea Republic,Pohang Steelers,700K,RW
J. Jönsson,34,Sweden,IF Elfsborg,140K,CB
A. Rabillard,22,France,AS Béziers,700K,ST
M. Dabo,31,France,Stade Malherbe Caen,300K,LB
L. Del Pinto,28,Italy,Benevento,450K,CM
José Mena,20,Spain,Sevilla FC,725K,CDM
G. Wylde,27,Scotland,Plymouth Argyle,475K,LM
Kim Won Sik,26,Korea Republic,FC Seoul,450K,CB
M. van Bergen,18,Netherlands,SC Heerenveen,800K,RM
A. Martin,28,England,Exeter City,375K,RCB
R. McDonald,26,England,AFC Wimbledon,475K,LCB
D. Collins,37,Wales,Grimsby Town,60K,LCB
J. White,31,England,Southend United,300K,CB
A. Ingegneri,26,Italy,Palermo,500K,CB
R. Swete,28,Austria,TSV Hartberg,375K,GK
Imanol García,22,Spain,Gimnàstic de Tarragona,625K,CM
S. Callegari,21,Argentina,Newell's Old Boys,600K,RCB
E. Israelsson,29,Sweden,Vålerenga Fotball,450K,CAM
M. Al Najrani,25,Saudi Arabia,Al Fayha,550K,RM
M. Bundu,21,Sierra Leone,Aarhus GF,700K,ST
F. Román,22,Colombia,Millonarios FC,600K,RB
T. Figueroa,19,Mexico,Pachuca,775K,LW
T. Inukai,25,Japan,Kashima Antlers,475K,CB
O. Kittner,30,Germany,SC Preußen Münster,325K,CB
M. López,21,Colombia,Envigado FC,775K,LM
A. Winkler,26,Germany,SpVgg Unterhaching,450K,LB
O. Özenç,25,Turkey,Antalyaspor,425K,GK
E. Nketiah,19,England,Arsenal,975K,ST
S. Kamata,29,Japan,Shimizu S-Pulse,350K,RB
G. Nilsson,21,Sweden,Vejle Boldklub,775K,ST
G. Shitolo,28,South Africa,Orlando Pirates,375K,RCB
D. Kutesa,20,Switzerland,FC St. Gallen,875K,RW
C. Rawlinson,26,Wales,Port Vale,450K,RB
D. Slamar,23,Germany,FC Carl Zeiss Jena,550K,LCB
R. O'Donnell,29,England,Bradford City,300K,GK
S. McNulty,34,England,Tranmere Rovers,140K,RCB
J. Tillson,25,England,Exeter City,450K,CDM
P. Arce,26,Mexico,Club América,525K,CAM
D. Frattesi,18,Italy,Ascoli,925K,LCM
Genís,21,Spain,Levante UD,550K,RB
M. Gustafsson,29,Sweden,IF Brommapojkarna,425K,RCM
M. Pfitzner,33,Germany,Eintracht Braunschweig,180K,CDM
J. Duncan,25,Australia,Al Qadisiyah,400K,GK
Thiago Xavier,34,Brazil,Valenciennes FC,140K,LDM
T. Salquist,23,Denmark,Waasland-Beveren,525K,CB
M. Ortíz,23,Argentina,Club Atlético Talleres,600K,RW
João Mendes,23,Portugal,CD Tondela,600K,CM
D. Wotherspoon,28,Canada,St. Johnstone FC,450K,LM
N. Ajose,26,England,Charlton Athletic,500K,ST
B. Traoré,25,France,Le Havre AC,400K,LB
M. Valjent,22,Slovakia,RCD Mallorca,525K,CB
T. Vialla,22,France,AC Ajaccio,675K,CAM
O. Çelik,26,Turkey,Antalyaspor,450K,CDM
N. Siega,27,Italy,Cittadella,475K,CM
Han Yong Su,28,Korea Republic,Gangwon FC,400K,LCB
F. Reynero,29,Chile,Curicó Unido,450K,RW
K. Hazard,22,Belgium,KSV Cercle Brugge,625K,LW
A. Peralta,29,Argentina,Patronato,450K,RM
Y. Kawai,28,Japan,Shimizu S-Pulse,450K,CM
D. van Crooij,27,Netherlands,VVV-Venlo,375K,GK
C. Saldaña,18,Chile,CD Palestino,700K,LB
Z. Udovičić,30,Serbia,Zagłębie Sosnowiec,425K,LM
M. Musaka,27,Japan,Shimizu S-Pulse,475K,CM
R. González,24,Mexico,Club Necaxa,600K,RDM
A. Al Dohaim,24,Saudi Arabia,Al Ittihad,500K,CB
R. Takeuchi,27,Japan,Shimizu S-Pulse,500K,RCM
K. Ramírez,24,Uruguay,Club Atlético Tigre,625K,CAM
Borja Garcés,18,Spain,Atlético Madrid,950K,ST
M. Crooks,24,England,Northampton Town,600K,RM
E. Mastrolía,27,Argentina,Club Atlético Talleres,400K,GK
P. Golubović,23,Serbia,KV Kortrijk,500K,RB
D. Luxbacher,26,Austria,SKN St. Pölten,550K,LCM
M. Ali,20,Saudi Arabia,Vitesse,600K,CDM
A. Danladi,22,Ghana,Minnesota United FC,675K,ST
F. Grahl,26,Argentina,San Martín de San Juan,525K,LCM
N. Atkinson,19,Australia,Melbourne City FC,875K,RW
A. Wiss,27,Switzerland,FC St. Gallen,450K,LCB
L. Ferroni,22,Argentina,Newell's Old Boys,575K,LB
J. Davidson,27,Australia,Perth Glory,425K,LB
A. Cadavid,27,Colombia,Itagüí Leones FC,400K,GK
B. Ndoye,24,Senegal,FC Sion,500K,LCB
O. Kocuk,22,Turkey,Bursaspor,525K,GK
B. Karamoko,23,Ivory Coast,FK Haugesund,550K,RCB
E. Hernández,35,Mexico,Club Atlas,110K,GK
T. Hilliard-Arce,22,United States,LA Galaxy,550K,CB
Y. Etienne,21,France,KSV Cercle Brugge,600K,LB
F. Mayembo,22,Congo,Le Havre AC,575K,CB
P. Clarke,36,England,Oldham Athletic,60K,LCB
A. Bittroff,29,Germany,KFC Uerdingen 05,350K,RB
M. Königs,28,Germany,FC Hansa Rostock,475K,LS
A. Corsi,29,Italy,Cosenza,450K,RM
J. Calle,27,Colombia,Independiente Medellín,475K,CAM
L. Ndao,23,Senegal,Waasland-Beveren,625K,ST
R. Takasugi,34,Japan,V-Varen Nagasaki,140K,RCB
M. Desler,23,Denmark,Odense Boldklub,575K,RB
B. Morris,22,England,Wycombe Wanderers,750K,CM
B. Moe,26,Norway,FK Bodø/Glimt,450K,CB
Kuki Zalazar,20,Spain,Real Valladolid CF,1,RW
Montero,19,Spain,Atlético Madrid,875K,CB
F. Ruberto,25,Switzerland,FC Thun,450K,GK
S. Domínguez,30,Chile,Club Deportes Temuco,425K,CM
Jin YangYang,25,China PR,Hebei China Fortune FC,500K,CB
Aitor Ruibal,22,Spain,CF Rayo Majadahonda,700K,RS
J. Nilsen,27,Norway,FK Haugesund,500K,LCM
P. Breier,26,Germany,FC Hansa Rostock,525K,RM
N. Castrillón,22,Colombia,Deportes Tolima,675K,RB
Álex Craninx,22,Belgium,Molde FK,500K,GK
Miguel,18,Spain,Real Valladolid CF,950K,ST
H. Onaga,23,Japan,V-Varen Nagasaki,625K,LM
A. Al Mazaidi,32,Saudi Arabia,Al Fateh,260K,GK
V. Davidsen,26,Faroe Islands,Vejle Boldklub,375K,LWB
Park Sun Ju,26,Korea Republic,Gangwon FC,450K,LB
A. Otero,22,Colombia,Itagüí Leones FC,700K,ST
B. Jacobsen,24,Denmark,AC Horsens,575K,RCM
J. Varela,21,Argentina,Godoy Cruz,650K,CB
S. Lorenz,21,Germany,TSV 1860 München,575K,CB
Pol,26,Spain,CF Reus Deportiu,400K,GK
T. Vion,24,France,Chamois Niortais Football Club,550K,RM
S. Henriksen,26,Denmark,Vendsyssel FF,475K,CB
Y. Koné,22,Mali,LOSC Lille,600K,LB
N. Oduwa,22,England,Vejle Boldklub,775K,LW
S. Karadeniz,21,Turkey,Trabzonspor,625K,RB
M. Marcjanik,23,Poland,Empoli,600K,CB
M. Palionis,31,Lithuania, SSV Jahn Regensburg,300K,CB
D. Undav,21,Germany,SV Meppen,650K,ST
N. Gouriye,27,Netherlands,Vendsyssel FF,475K,RM
Tong Le,25,China PR,CD Aves,550K,CM
Cho Dong Gun,32,Korea Republic,Sagan Tosu,350K,ST
G. Sandomierski,28,Poland,Jagiellonia Białystok,375K,GK
A. Al Fahad,24,Saudi Arabia,Al Raed,475K,RB
N. Losada,25,Argentina,Deportivo Pasto,450K,GK
J. Thomasen,22,Denmark,Odense Boldklub,725K,CM
D. Wayar,24,Bolivia,,0,RCM
M. Velásquez,30,Chile,CD Everton de Viña del Mar,325K,RCB
Ahn Yong Woo,26,Korea Republic,Sagan Tosu,475K,RW
E. Valencia,21,Colombia,Independiente Medellín,725K,LM
H. Cochrane,17,Scotland,Heart of Midlothian,875K,CM
R. Müller,31,Germany,KFC Uerdingen 05,300K,CB
C. Alcock,30,England,Cheltenham Town,325K,RB
Manu Hernando,19,Spain,Real Madrid,700K,CB
C. Brown,24,Australia,Melbourne Victory,500K,LB
I. Coulibaly,28,France,Grenoble Foot 38,450K,LDM
R. Cota,22,Mexico,U.N.A.M.,700K,LM
J. Bruijn,21,Netherlands,SC Heerenveen,625K,CM
L. Stevenson,30,Scotland,Hibernian,325K,LB
Dani Molina,22,Spain,RC Celta,675K,CDM
H. Shimoda,26,Japan,Kawasaki Frontale,525K,CM
F. Pierrot,21,Haiti,Royal Excel Mouscron,700K,ST
B. Stuver,27,United States,New York City FC,400K,GK
C. Grant,23,England,Plymouth Argyle,650K,CM
B. Tuiloma,23,New Zealand,Portland Timbers,525K,CB
Kim Seung Yong,33,Korea Republic,Gangwon FC,270K,CAM
Bura,22,Guinea Bissau,CD Aves,525K,CDM
V. Loroña,19,Mexico,Puebla FC,875K,RWB
A. Danch,30,Poland,Arka Gdynia,325K,CB
Leonardo,25,Brazil,Portimonense SC,425K,GK
D. Telgenkamp,31,Netherlands,FC Emmen,270K,GK
J. Bolton,23,England,Shrewsbury,500K,RB
R. Miller,26,Panama,CD Feirense,475K,CB
R. Kongolo,20,Netherlands,SC Heerenveen,675K,CDM
O. Abildgaard,22,Denmark,Aalborg BK,675K,RCM
P. Polczak,31,Poland,Zagłębie Sosnowiec,300K,CB
Y. Kasim,27,Iraq,Northampton Town,475K,CM
C. Pym,23,England,Exeter City,425K,GK
D. Eckert,21,Germany,RC Celta,825K,ST
K. Scherpen,18,Netherlands,FC Emmen,750K,GK
Hwang Soon Min,27,Korea Republic,Daegu FC,475K,CM
B. Magaña,24,United States,U.N.A.M.,450K,GK
F. Dimarco,20,Italy,Parma,675K,LB
G. Klok,27,Netherlands,FC Emmen,375K,RB
M. Duke,27,Australia,Shimizu S-Pulse,475K,LM
Moi Delgado,24,Spain,Real Valladolid CF,525K,LB
G. Deegan,30,Republic of Ireland,Cambridge United,325K,RDM
J. Roberts,24,England,Ipswich Town,625K,ST
A. Caceres,25,Australia,Melbourne City FC,525K,CM
F. Portillo,30,Paraguay,CD Universidad de Concepción,425K,CM
G. Thomas,21,Wales,Scunthorpe United,875K,RM
R. Williams,23,Jamaica,Atlanta United,650K,ST
J. Carbonero,18,Colombia,Once Caldas,925K,LM
J. O'Toole,29,Republic of Ireland,Northampton Town,450K,LCM
B. Pintol,28,Bosnia Herzegovina,SC Fortuna Köln,475K,ST
G. Ivanov,30,Bulgaria,,0,CAM
T. Kortegaard,33,Denmark,AC Horsens,170K,LB
K. Kato,29,Japan,Sagan Tosu,350K,CDM
S. Kobayashi,27,Japan,Vegalta Sendai,475K,RM
S. Mai,24,Germany,Hallescher FC,500K,CAM
L. Riveros,19,Paraguay,CD Universidad de Concepción,675K,ST
J. Thiesson,30,Switzerland,Minnesota United FC,325K,RB
B. Reeves,26,Northern Ireland,Charlton Athletic,525K,CAM
M. Boman,29,Sweden,Randers FC,450K,ST
J. Al Bishi,31,Saudi Arabia,Al Taawoun,300K,CB
João Nunes,22,Portugal,Lechia Gdańsk,500K,RB
J. Riquett,28,Colombia,La Equidad,425K,LCB
L. McCormick,34,England,Swindon Town,180K,GK
A. Razak,25,Ivory Coast,IK Sirius,550K,CM
D. Crnigoj,22,Slovenia,FC Lugano,625K,RW
A. Araujo,26,Argentina,Club Atlético Talleres,525K,RW
Raí,20,Brazil,Real Zaragoza,700K,ST
F. Downes,19,England,Ipswich Town,950K,CAM
Hildeberto Pereira,22,Portugal,Vitória de Setúbal,600K,LW
K. Behrens,27,Germany,SV Sandhausen,525K,ST
J. Guillemenot,20,Switzerland,SK Rapid Wien,675K,ST
N. Gunnarsson,27,Norway,Djurgårdens IF,425K,RB
J. McBean,23,United States,Colorado Rapids,625K,ST
M. Stoll,35,Germany,Karlsruher SC,110K,CB
M. Greve,23,Denmark,Odense Boldklub,675K,RM
D. Yearwood,18,England,Southend United,925K,LDM
C. Patterson-Sewell,31,United States,Toronto FC,270K,GK
N. Rnić,33,Serbia,Wolfsberger AC,180K,LCB
Feng Renliang,30,China PR,Beijing Renhe FC,425K,RW
O. Lancashire,29,England,Swindon Town,350K,CB
M. Jeannin,27,Algeria,Clermont Foot 63,350K,GK
H. Artarslan,24,Turkey,Trabzonspor,475K,CDM
M. Sahanek,28,Austria,FC Admira Wacker Mödling,450K,ST
F. Herbers,24,Germany,Philadelphia Union,575K,RW
Eddy Francis,27,China PR,Shanghai Greenland Shenhua FC,450K,LCB
L. Waterfall,27,England,Shrewsbury,375K,RCB
D. Bowles,26,Australia,Brisbane Roar,450K,CB
G. Walusimbi,28,Uganda,Kaizer Chiefs,350K,LB
F. Soyalp,23,Turkey,Bursaspor,600K,CM
I. Chatzitheodoridis,20,Greece,Panathinaikos FC,600K,LB
A. Al Qahtani,25,Saudi Arabia,Al Fayha,550K,LW
O. Rathbone,21,England,Rochdale,725K,CM
J. Macías,18,Mexico,Guadalajara,725K,ST
Lee Kyung Ryul,30,Korea Republic,Jeonnam Dragons,325K,CB
J. Lopy,26,Senegal,US Orléans Loiret Football,525K,RCM
S. Vecchia,23,Sweden,IK Sirius,675K,RM
D. Londoño,23,Colombia,Envigado FC,600K,LB
J. Forte,31,Barbados,Exeter City,400K,LS
V. Sanogo,23,France,Zagłębie Sosnowiec,625K,ST
Léo Príncipe,21,Brazil,Le Havre AC,625K,RB
A. Legzdins,31,England,Burnley,270K,GK
F. Cuvelier,25,Belgium,Morecambe,525K,CM
M. Lorenzen,23,Uganda,ADO Den Haag,625K,LW
R. Becker,21,Germany,Eintracht Braunschweig,625K,RB
A. Al Suwat,23,Saudi Arabia,Al Taawoun,600K,CAM
Song Bum Keun,20,Korea Republic,Jeonbuk Hyundai Motors,600K,GK
F. Zoko,34,Ivory Coast,Yeovil Town,240K,ST
Gonçalo Cardoso,17,Portugal,Boavista FC,800K,LCB
C. McCormack,28,Republic of Ireland,Cork City,400K,RDM
N. Al Mousa,27,Saudi Arabia,Al Ahli,450K,CDM
D. Furtado,21,France,Rio Ave FC,800K,LW
A. MacDonald,28,Scotland,Mansfield Town,450K,CM
T. Eastman,26,England,Colchester United,450K,CB
C. Pérez,32,Colombia,Rionegro Águilas,260K,RCB
